Unnamed: 0,Ар1.0,Ар2.0,Ар4.0,Ариск0,Кф,Лат,Овт,ПК0,ВР,target
1052,825630.0,2235.0,594680.0,825630.0,0.96,1087040.0,992086.0,140825.0,0.0,0
106,596453.0,144349.0,472729.0,596453.0,0.98,971671.0,987954.0,11618.0,3537.0,0
1071,533947.0,26497.0,424602.0,533947.0,1.0,1166422.0,1144206.0,487592.0,0.0,0
1114,371126.0,2427.0,480602.0,371126.0,1.67,381696.0,277941.0,43272.0,0.0,0
1136,527467.0,253.0,995013.0,527467.0,0.99,609388.0,822057.0,197709.0,882.24,0
1143,3392945.0,682064.0,2263255.0,3392945.0,0.92,10198640.0,9341476.0,0.0,0.0,0
1144,1788367.0,6254.0,2276536.0,1788367.0,1.0,2470606.0,1688786.0,52469.0,2967.92,0
1151,615708.0,21751.0,793681.0,615708.0,1.01,748037.0,599804.0,145462.0,0.0,0
1158,1952299.0,54434.0,2930856.0,2099851.0,1.0,4418153.0,4188071.0,640082.0,0.0,0
1189,1141324.0,12529.0,19731346.0,1141324.0,1.0,3912810.0,2444204.0,686210.0,22154.56,0
121,46862154.0,153387.0,10935374.0,56058641.0,0.97,24843531.0,13654959.0,2954283.0,0.0,0
1281,685364.0,23393.0,1296225.0,685364.0,1.0,433603.0,609605.0,170216.0,0.0,0
1288,2074698.0,13811.0,3595049.0,2665914.0,1.0,3069583.0,3729526.0,560620.0,2875.75,0
1293,3071171.0,32660.0,1698019.0,5387716.0,1.08,7117760.0,6137378.0,106257.0,2119.07,0
1307,23151902.0,1551412.0,6796376.0,23151902.0,1.0,45320235.0,38565363.0,1738691.0,0.0,0
1312,1124115.0,5107.0,1387446.0,1124115.0,0.99,1237363.0,987653.0,213174.0,0.0,0
1317,2450697.0,107636.0,2818169.0,2450697.0,1.01,3211711.0,2671522.0,749664.0,0.0,0
1319,2482404.0,93360.0,15838416.0,2482404.0,1.02,4813007.0,3610074.0,4712450.0,3.72,0
1376,951960.0,5916.0,2646598.0,3213796.0,1.02,4814885.0,3255644.0,77748.0,0.0,0
1399,1082909.0,182019.0,1218616.0,1082909.0,1.0,2003782.0,1869931.0,55423.0,0.0,0
1405,376883.0,517.0,791168.0,376883.0,0.95,547186.0,666117.0,407758.0,528.19,0
1455,1643507.0,14637.0,3928103.0,1643507.0,1.0,1994586.0,1553122.0,577742.0,1771.0,0
1478,27553.0,0.0,87292.0,27553.0,1.0,27363.0,6377.0,183042.0,0.0,0
1557,11907834.0,88692.0,93737106.0,11907834.0,1.13,7870563.0,9405439.0,12040388.0,5076.4,0
